fc_oper;channel;amount;operations_number;category_name
191223;Offline;4136139.08;163086;Restaurantes y Cafeterías
191223;Offline;3389241.11;93018;Combustible y Recarga
191223;Online;2949360.68;57264;Supermercados y Pequeño Comercio
191223;Offline;845939.59;7087;Alojamiento
191223;Online;18217.92;213;Peluquería y Barbería
191223;Online;50833.80;934;Combustible y Recarga
191223;Offline;721244.17;31020;Tabaco, Alcohol y Otros
191223;Offline;247428.72;6421;Gaming
191223;Offline;23151756.12;591125;Supermercados y Pequeño Comercio
191223;Offline;1269961.67;30625;Peluquería y Barbería
191223;Online;1002.63;13;Tabaco, Alcohol y Otros
191223;Offline;98156.56;3592;Bar y Discotecas
191223;Online;50859.02;723;Farmacias, Ópticas y Ortopedias
191223;Online;6391.99;180;Bar y Discotecas
191223;Offline;1160911.26;47672;Farmacias, Ópticas y Ortopedias
191223;Offline;1488025.26;28667;Bricolaje y Jardinería
191223;Online;69879.97;749;Bricolaje y Jardinería
191224;Online;23698.15;2382;Contenidos digitales y media
191224;Online;50724.61;412;Mantenimiento y Reparaciones Auto
191224;Online;84998.54;6066;Gaming
191224;Offline;837110.37;19835;Bricolaje y Jardinería
191224;Offline;27502.70;2380;Contenidos digitales y media
191224;Offline;1048833.65;6259;Mantenimiento y Reparaciones Auto
191224;Offline;211076.97;5737;Gaming
191224;Offline;90764.45;3742;Bar y Discotecas
191224;Online;31698.81;747;Combustible y Recarga
191224;Online;1232226.56;23974;Supermercados y Pequeño Comercio
191224;Offline;711744.54;5429;Alojamiento
191224;Offline;972940.31;27004;Peluquería y Barbería
191224;Offline;2820740.94;82257;Combustible y Recarga
191224;Online;30724.05;366;Bricolaje y Jardinería
191224;Online;354514.55;1753;Alojamiento
191224;Offline;18375345.13;535872;Supermercados y Pequeño Comercio
191224;Online;23609.99;393;Farmacias, Ópticas y Ortopedias
191224;Online;8759.43;176;Bar y Discotecas
191224;Offline;3689637.26;125908;Restaurantes y Cafeterías
191224;Online;11812.02;148;Peluquería y Barbería
191224;Offline;638481.46;27893;Tabaco, Alcohol y Otros
191224;Offline;854261.99;36985;Farmacias, Ópticas y Ortopedias
191224;Online;410.54;5;Tabaco, Alcohol y Otros
191224;Online;29746.50;644;Restaurantes y Cafeterías
191225;Offline;28777.62;2291;Contenidos digitales y media
191225;Offline;8279.17;158;Mantenimiento y Reparaciones Auto
191225;Online;301063.31;1519;Alojamiento
191225;Online;23663.24;716;Restaurantes y Cafeterías
191225;Online;29002.51;2766;Contenidos digitales y media
191225;Online;30307.01;312;Mantenimiento y Reparaciones Auto
191225;Online;111499.37;7387;Gaming
191225;Online;434.58;5;Tabaco, Alcohol y Otros
191225;Offline;1682037.82;53477;Combustible y Recarga
191225;Offline;428870.38;27265;Supermercados y Pequeño Comercio
191225;Offline;103585.51;4722;Gaming
191225;Online;23557.55;377;Farmacias, Ópticas y Ortopedias
191225;Online;33845.13;810;Combustible y Recarga
191225;Offline;3417427.64;70057;Restaurantes y Cafeterías
191225;Offline;713190.97;4959;Alojamiento
191225;Online;353232.25;7502;Supermercados y Pequeño Comercio
191225;Online;8062.91;118;Peluquería y Barbería
191225;Offline;13451.43;931;Tabaco, Alcohol y Otros
191225;Online;13517.45;130;Bricolaje y Jardinería
191225;Offline;125060.26;7510;Farmacias, Ópticas y Ortopedias
191225;Offline;227216.55;14357;Bar y Discotecas
191225;Offline;4078.18;112;Peluquería y Barbería
191225;Offline;13111.01;430;Bricolaje y Jardinería
191225;Online;7655.17;180;Bar y Discotecas
191226;Offline;29420.30;2252;Contenidos digitales y media
191226;Online;64279.32;606;Mantenimiento y Reparaciones Auto
191226;Offline;1118816.14;7345;Alojamiento
191226;Offline;121313.75;5991;Bar y Discotecas
191226;Online;26320.05;2614;Contenidos digitales y media
191226;Offline;825840.40;5316;Mantenimiento y Reparaciones Auto
191226;Offline;133683.45;4554;Gaming
191226;Online;40290.58;439;Bricolaje y Jardinería
191226;Online;37041.73;831;Combustible y Recarga
191226;Online;2029167.99;43948;Supermercados y Pequeño Comercio
191226;Online;84666.00;6259;Gaming
191226;Online;43637.24;658;Farmacias, Ópticas y Ortopedias
191226;Offline;2752751.69;77972;Combustible y Recarga
191226;Online;5381.75;106;Bar y Discotecas
191226;Online;455469.40;2251;Alojamiento
191226;Offline;5858686.98;212883;Supermercados y Pequeño Comercio
191226;Offline;453995.62;10260;Peluquería y Barbería
191226;Offline;730392.61;12327;Bricolaje y Jardinería
191226;Offline;272025.37;12401;Tabaco, Alcohol y Otros
191226;Online;11487.12;145;Peluquería y Barbería
191226;Online;28684.73;1009;Restaurantes y Cafeterías
191226;Offline;639600.72;27278;Farmacias, Ópticas y Ortopedias
191226;Offline;3903870.27;111410;Restaurantes y Cafeterías
191226;Online;1125.19;8;Tabaco, Alcohol y Otros
191227;Online;24538.70;2350;Contenidos digitales y media
191227;Offline;1691905.82;10125;Mantenimiento y Reparaciones Auto
191227;Offline;153774.69;4701;Gaming
191227;Online;36648.65;1281;Restaurantes y Cafeterías
191227;Offline;32786.49;3119;Contenidos digitales y media
191227;Online;80470.10;678;Mantenimiento y Reparaciones Auto
191227;Offline;1167839.06;9141;Alojamiento
191227;Offline;564802.39;25395;Tabaco, Alcohol y Otros
191227;Offline;3261555.57;88576;Combustible y Recarga
191227;Online;3011574.56;63626;Supermercados y Pequeño Comercio
191227;Online;480427.89;2455;Alojamiento
191227;Offline;995593.98;42531;Farmacias, Ópticas y Ortopedias
191227;Online;51224.56;915;Combustible y Recarga
191227;Offline;4693681.03;163827;Restaurantes y Cafeterías
191227;Online;74524.50;5712;Gaming
191227;Offline;12269574.49;380369;Supermercados y Pequeño Comercio
191227;Online;13343.77;188;Peluquería y Barbería
191227;Online;987.28;13;Tabaco, Alcohol y Otros
191227;Online;5528.99;105;Bar y Discotecas
191227;Offline;1046425.02;25082;Peluquería y Barbería
191227;Online;59656.61;655;Bricolaje y Jardinería
191227;Online;39234.99;642;Farmacias, Ópticas y Ortopedias
191227;Offline;1335684.20;23504;Bricolaje y Jardinería
191227;Offline;133705.11;5462;Bar y Discotecas
191228;Offline;33830.74;3066;Contenidos digitales y media
191228;Offline;438900.87;3922;Mantenimiento y Reparaciones Auto
191228;Online;365048.50;1954;Alojamiento
191228;Online;6546.57;166;Bar y Discotecas
191228;Online;24738.16;2585;Contenidos digitales y media
191228;Online;41135.75;434;Mantenimiento y Reparaciones Auto
191228;Online;68691.40;5579;Gaming
191228;Offline;1051580.16;20931;Bricolaje y Jardinería
191228;Online;32784.94;740;Combustible y Recarga
191228;Online;1781929.92;40306;Supermercados y Pequeño Comercio
191228;Offline;153894.40;4743;Gaming
191228;Offline;671913.49;29888;Farmacias, Ópticas y Ortopedias
191228;Offline;2704687.89;78605;Combustible y Recarga
191228;Online;40664.75;521;Bricolaje y Jardinería
191228;Offline;1388174.80;9949;Alojamiento
191228;Offline;13817464.75;418410;Supermercados y Pequeño Comercio
191228;Offline;623062.76;15856;Peluquería y Barbería
191228;Offline;236019.91;12000;Bar y Discotecas
191228;Offline;400109.23;18294;Tabaco, Alcohol y Otros
191228;Online;11322.16;115;Peluquería y Barbería
191228;Offline;5887847.79;176701;Restaurantes y Cafeterías
191228;Online;28738.61;525;Farmacias, Ópticas y Ortopedias
191228;Online;575.21;4;Tabaco, Alcohol y Otros
191228;Online;34441.17;1250;Restaurantes y Cafeterías
191229;Offline;28284.89;2381;Contenidos digitales y media
191229;Offline;37275.14;674;Mantenimiento y Reparaciones Auto
191229;Offline;1407619.76;10096;Alojamiento
191229;Offline;5316423.69;155735;Restaurantes y Cafeterías
191229;Online;25486.27;2477;Contenidos digitales y media
191229;Online;33982.24;410;Mantenimiento y Reparaciones Auto
191229;Online;342172.27;1847;Alojamiento
191229;Offline;88590.67;4712;Tabaco, Alcohol y Otros
191229;Online;29271.82;688;Combustible y Recarga
191229;Offline;3695426.51;134160;Supermercados y Pequeño Comercio
191229;Offline;114494.75;3939;Gaming
191229;Online;33081.38;545;Farmacias, Ópticas y Ortopedias
191229;Offline;2280256.93;69130;Combustible y Recarga
191229;Online;1467.18;8;Tabaco, Alcohol y Otros
191229;Online;65147.13;5439;Gaming
191229;Online;1959255.28;47152;Supermercados y Pequeño Comercio
191229;Offline;234436.77;12259;Farmacias, Ópticas y Ortopedias
191229;Online;37918.78;1345;Restaurantes y Cafeterías
191229;Offline;258287.59;14387;Bar y Discotecas
191229;Online;8393.93;114;Peluquería y Barbería
191229;Offline;341849.41;7044;Bricolaje y Jardinería
191229;Offline;56073.95;1478;Peluquería y Barbería
191229;Online;33219.94;392;Bricolaje y Jardinería
191229;Online;4389.68;105;Bar y Discotecas
191230;Offline;31126.83;2693;Contenidos digitales y media
191230;Online;79393.66;725;Mantenimiento y Reparaciones Auto
191230;Online;445020.77;2246;Alojamiento
191230;Offline;1351378.32;24972;Bricolaje y Jardinería
191230;Online;25510.08;2512;Contenidos digitales y media
191230;Offline;1630721.82;10379;Mantenimiento y Reparaciones Auto
191230;Online;69327.43;5503;Gaming
191230;Online;77180.16;685;Bricolaje y Jardinería
191230;Offline;3311082.71;90331;Combustible y Recarga
191230;Offline;18979775.30;534544;Supermercados y Pequeño Comercio
191230;Offline;1488374.16;9679;Alojamiento
191230;Online;20152.92;216;Peluquería y Barbería
191230;Online;42936.92;881;Combustible y Recarga
191230;Offline;106036.49;3387;Bar y Discotecas
191230;Offline;156839.31;4581;Gaming
191230;Online;3186353.60;64658;Supermercados y Pequeño Comercio
191230;Offline;875679.29;22496;Peluquería y Barbería
191230;Online;7024.82;130;Bar y Discotecas
191230;Offline;3912775.24;148475;Restaurantes y Cafeterías
191230;Offline;1095760.45;46398;Farmacias, Ópticas y Ortopedias
191230;Online;2170.85;16;Tabaco, Alcohol y Otros
191230;Online;50817.46;845;Farmacias, Ópticas y Ortopedias
191230;Online;37031.30;1207;Restaurantes y Cafeterías
191230;Offline;682181.37;29909;Tabaco, Alcohol y Otros
191231;Online;22554.49;1924;Contenidos digitales y media
191231;Online;53373.05;458;Mantenimiento y Reparaciones Auto
191231;Online;66044.49;5256;Gaming
191231;Offline;552034.97;26205;Tabaco, Alcohol y Otros
191231;Offline;24990.87;2105;Contenidos digitales y media
191231;Offline;812316.37;5238;Mantenimiento y Reparaciones Auto
191231;Offline;107277.45;3479;Gaming
191231;Online;23620.22;654;Restaurantes y Cafeterías
191231;Online;34021.53;711;Combustible y Recarga
191231;Offline;15640837.43;510555;Supermercados y Pequeño Comercio
191231;Online;338527.19;1690;Alojamiento
191231;Online;8379.66;122;Peluquería y Barbería
191231;Offline;2763117.65;79635;Combustible y Recarga
191231;Offline;3813779.27;121850;Restaurantes y Cafeterías
191231;Offline;1053541.17;7947;Alojamiento
191231;Online;1538973.85;32405;Supermercados y Pequeño Comercio
191231;Offline;767922.98;23480;Peluquería y Barbería
191231;Online;1228.30;8;Tabaco, Alcohol y Otros
191231;Online;37565.04;358;Bricolaje y Jardinería
191231;Online;26874.48;451;Farmacias, Ópticas y Ortopedias
191231;Offline;119138.60;4165;Bar y Discotecas
191231;Offline;741940.66;33247;Farmacias, Ópticas y Ortopedias
191231;Online;6943.04;142;Bar y Discotecas
191231;Offline;669408.97;14367;Bricolaje y Jardinería
200101;Offline;44091.87;4171;Contenidos digitales y media
200101;Offline;7236.77;130;Mantenimiento y Reparaciones Auto
200101;Online;326613.87;1805;Alojamiento
200101;Online;6323.89;89;Bar y Discotecas
200101;Online;27680.57;2743;Contenidos digitales y media
200101;Online;32206.68;368;Mantenimiento y Reparaciones Auto
200101;Offline;69502.23;3777;Gaming
200101;Online;13876.16;154;Bricolaje y Jardinería
200101;Offline;1731270.59;53132;Combustible y Recarga
200101;Offline;425161.24;28287;Supermercados y Pequeño Comercio
200101;Offline;1817425.48;9753;Alojamiento
200101;Online;22460.17;430;Farmacias, Ópticas y Ortopedias
200101;Online;39337.63;854;Combustible y Recarga
200101;Offline;14763.52;250;Bricolaje y Jardinería
200101;Online;82242.79;6382;Gaming
200101;Online;443868.86;10190;Supermercados y Pequeño Comercio
200101;Offline;5948.43;135;Peluquería y Barbería
200101;Offline;327004.45;14649;Bar y Discotecas
200101;Online;1629.74;8;Tabaco, Alcohol y Otros
200101;Offline;125554.53;7282;Farmacias, Ópticas y Ortopedias
200101;Offline;4686843.22;102527;Restaurantes y Cafeterías
200101;Online;13904.09;339;Peluquería y Barbería
200101;Offline;9768.75;757;Tabaco, Alcohol y Otros
200101;Online;33706.91;1249;Restaurantes y Cafeterías
200102;Online;28341.58;2462;Contenidos digitales y media
200102;Offline;1531014.91;9958;Mantenimiento y Reparaciones Auto
200102;Offline;220214.36;5812;Gaming
200102;Online;48719.54;1377;Restaurantes y Cafeterías
200102;Offline;34190.26;3138;Contenidos digitales y media
200102;Online;101143.59;882;Mantenimiento y Reparaciones Auto
200102;Online;73910.08;5699;Gaming
200102;Offline;3570071.18;142238;Restaurantes y Cafeterías
200102;Online;51480.82;902;Combustible y Recarga
200102;Online;3565394.76;78701;Supermercados y Pequeño Comercio
200102;Offline;1462664.91;9506;Alojamiento
200102;Offline;1059688.17;42591;Farmacias, Ópticas y Ortopedias
200102;Offline;3284636.50;87572;Combustible y Recarga
200102;Online;4014.62;12;Tabaco, Alcohol y Otros
200102;Online;497583.92;2744;Alojamiento
200102;Offline;11226966.95;374325;Supermercados y Pequeño Comercio
200102;Offline;765789.52;16526;Peluquería y Barbería
200102;Offline;509043.73;23153;Tabaco, Alcohol y Otros
200102;Offline;1442498.85;24536;Bricolaje y Jardinería
200102;Online;54567.78;925;Farmacias, Ópticas y Ortopedias
200102;Online;79829.35;750;Bricolaje y Jardinería
200102;Online;33541.67;514;Peluquería y Barbería
200102;Offline;97109.62;2582;Bar y Discotecas
200102;Online;2597.11;83;Bar y Discotecas
200103;Online;28245.26;2455;Contenidos digitales y media
200103;Online;77890.45;802;Mantenimiento y Reparaciones Auto
200103;Offline;1191844.79;9122;Alojamiento
200103;Online;8104.74;99;Bar y Discotecas
200103;Offline;39177.79;3591;Contenidos digitales y media
200103;Offline;2035365.28;12044;Mantenimiento y Reparaciones Auto
200103;Online;495611.51;2771;Alojamiento
200103;Online;53843.85;600;Bricolaje y Jardinería
200103;Online;50300.96;882;Combustible y Recarga
200103;Online;2595480.38;56052;Supermercados y Pequeño Comercio
200103;Online;65585.54;5227;Gaming
200103;Online;43975.06;727;Farmacias, Ópticas y Ortopedias
200103;Offline;3335918.91;88816;Combustible y Recarga
200103;Offline;1352541.78;24592;Bricolaje y Jardinería
200103;Offline;232447.99;6026;Gaming
200103;Offline;13305287.02;414957;Supermercados y Pequeño Comercio
200103;Offline;1036344.94;41915;Farmacias, Ópticas y Ortopedias
200103;Offline;113672.04;3831;Bar y Discotecas
200103;Offline;522929.16;23794;Tabaco, Alcohol y Otros
200103;Offline;1022992.82;23147;Peluquería y Barbería
200103;Offline;4627508.87;171449;Restaurantes y Cafeterías
200103;Online;24119.01;294;Peluquería y Barbería
200103;Online;448.86;8;Tabaco, Alcohol y Otros
200103;Online;48330.33;1447;Restaurantes y Cafeterías
200104;Online;26690.71;2506;Contenidos digitales y media
200104;Online;37283.05;373;Mantenimiento y Reparaciones Auto
200104;Offline;228101.18;6344;Gaming
200104;Online;41053.33;1363;Restaurantes y Cafeterías
200104;Offline;35031.96;3344;Contenidos digitales y media
200104;Offline;530534.26;4999;Mantenimiento y Reparaciones Auto
200104;Offline;1204408.42;9527;Alojamiento
200104;Offline;491872.25;21565;Tabaco, Alcohol y Otros
200104;Online;34725.40;715;Combustible y Recarga
200104;Online;1443412.75;35091;Supermercados y Pequeño Comercio
200104;Online;352697.73;2183;Alojamiento
200104;Online;24839.33;461;Farmacias, Ópticas y Ortopedias
200104;Offline;2786277.27;81262;Combustible y Recarga
200104;Offline;5680729.38;181601;Restaurantes y Cafeterías
200104;Online;66732.21;5521;Gaming
200104;Offline;17142208.23;524753;Supermercados y Pequeño Comercio
200104;Offline;660451.85;16974;Peluquería y Barbería
200104;Online;407.38;6;Tabaco, Alcohol y Otros
200104;Offline;1203922.40;24540;Bricolaje y Jardinería
200104;Offline;807340.40;33991;Farmacias, Ópticas y Ortopedias
200104;Online;3461.15;98;Bar y Discotecas
200104;Online;13586.35;172;Peluquería y Barbería
200104;Offline;183276.38;8946;Bar y Discotecas
200104;Online;39710.92;555;Bricolaje y Jardinería
200105;Offline;33290.24;3197;Contenidos digitales y media
200105;Online;25327.02;330;Mantenimiento y Reparaciones Auto
200105;Online;345756.19;1994;Alojamiento
200105;Offline;213354.78;12211;Bar y Discotecas
200105;Online;26250.60;2370;Contenidos digitales y media
200105;Offline;67272.70;919;Mantenimiento y Reparaciones Auto
200105;Offline;1070586.84;7886;Alojamiento
200105;Online;26811.35;302;Bricolaje y Jardinería
200105;Offline;2107738.05;65808;Combustible y Recarga
200105;Online;818543.19;20477;Supermercados y Pequeño Comercio
200105;Offline;165491.50;5056;Gaming
200105;Offline;71693.01;1771;Peluquería y Barbería
200105;Online;22604.64;588;Combustible y Recarga
200105;Online;18468.51;85;Bar y Discotecas
200105;Online;64477.14;5153;Gaming
200105;Offline;4892581.38;190770;Supermercados y Pequeño Comercio
200105;Online;23357.84;450;Farmacias, Ópticas y Ortopedias
200105;Offline;374117.21;8551;Bricolaje y Jardinería
200105;Online;48259.77;1430;Restaurantes y Cafeterías
200105;Offline;300555.41;14666;Farmacias, Ópticas y Ortopedias
200105;Offline;5650475.03;176606;Restaurantes y Cafeterías
200105;Online;14425.37;173;Peluquería y Barbería
200105;Offline;141562.33;7367;Tabaco, Alcohol y Otros
200105;Online;457.73;10;Tabaco, Alcohol y Otros
200106;Offline;36791.30;3245;Contenidos digitales y media
200106;Online;55373.70;570;Mantenimiento y Reparaciones Auto
200106;Online;351507.27;1844;Alojamiento
200106;Offline;56986.52;3378;Tabaco, Alcohol y Otros
200106;Online;27711.11;2886;Contenidos digitales y media
200106;Offline;21692.16;282;Mantenimiento y Reparaciones Auto
200106;Online;104853.34;7278;Gaming
200106;Offline;4880020.54;115776;Restaurantes y Cafeterías
200106;Offline;2152481.94;66367;Combustible y Recarga
200106;Offline;1328521.21;70206;Supermercados y Pequeño Comercio
200106;Offline;123913.46;4934;Gaming
200106;Offline;20333.42;504;Peluquería y Barbería
200106;Online;48543.80;1119;Combustible y Recarga
200106;Online;34405.00;1348;Restaurantes y Cafeterías
200106;Offline;855168.74;5873;Alojamiento
200106;Online;733034.60;17426;Supermercados y Pequeño Comercio
200106;Online;14087.89;191;Peluquería y Barbería
200106;Online;1553.62;13;Tabaco, Alcohol y Otros
200106;Online;32198.33;261;Bricolaje y Jardinería
200106;Offline;186509.81;10057;Farmacias, Ópticas y Ortopedias
200106;Offline;171392.01;10415;Bar y Discotecas
200106;Online;33174.20;584;Farmacias, Ópticas y Ortopedias
200106;Online;2109.92;57;Bar y Discotecas
200106;Offline;27497.91;782;Bricolaje y Jardinería
200107;Offline;38440.65;3354;Contenidos digitales y media
200107;Offline;1570085.87;9761;Mantenimiento y Reparaciones Auto
200107;Online;491274.05;2541;Alojamiento
200107;Offline;1331083.56;21703;Bricolaje y Jardinería
200107;Online;31399.04;2325;Contenidos digitales y media
200107;Online;101825.45;884;Mantenimiento y Reparaciones Auto
200107;Offline;111362.14;3902;Gaming
200107;Online;88887.65;756;Bricolaje y Jardinería
200107;Offline;3309364.84;87421;Combustible y Recarga
200107;Offline;12059045.98;414667;Supermercados y Pequeño Comercio
200107;Offline;682102.35;5977;Alojamiento
200107;Online;64825.63;1084;Farmacias, Ópticas y Ortopedias
200107;Online;54508.72;876;Combustible y Recarga
200107;Online;2656.41;65;Bar y Discotecas
200107;Online;70419.46;5389;Gaming
200107;Online;2812187.06;67349;Supermercados y Pequeño Comercio
200107;Offline;678918.13;16020;Peluquería y Barbería
200107;Offline;55708.54;1734;Bar y Discotecas
200107;Online;582.21;10;Tabaco, Alcohol y Otros
200107;Offline;1044981.12;44590;Farmacias, Ópticas y Ortopedias
200107;Online;34869.47;1364;Restaurantes y Cafeterías
200107;Online;21647.77;294;Peluquería y Barbería
200107;Offline;605247.78;27569;Tabaco, Alcohol y Otros
200107;Offline;2251420.84;124168;Restaurantes y Cafeterías
200108;Online;25991.02;2292;Contenidos digitales y media
200108;Offline;1673118.74;9753;Mantenimiento y Reparaciones Auto
200108;Offline;73708.28;2900;Gaming
200108;Online;33552.18;1186;Restaurantes y Cafeterías
200108;Offline;34927.31;3448;Contenidos digitales y media
200108;Online;115305.66;872;Mantenimiento y Reparaciones Auto
200108;Online;53619.02;4160;Gaming
200108;Offline;2347017.89;132606;Restaurantes y Cafeterías
200108;Online;49844.51;839;Combustible y Recarga
200108;Offline;9812233.86;359267;Supermercados y Pequeño Comercio
200108;Online;515025.02;2736;Alojamiento
200108;Offline;979909.40;41170;Farmacias, Ópticas y Ortopedias
200108;Offline;3145801.69;83216;Combustible y Recarga
200108;Online;3390.22;20;Tabaco, Alcohol y Otros
200108;Offline;566074.98;6244;Alojamiento
200108;Online;2399979.50;53016;Supermercados y Pequeño Comercio
200108;Online;16016.84;264;Peluquería y Barbería
200108;Offline;422714.94;21017;Tabaco, Alcohol y Otros
200108;Online;82945.81;771;Bricolaje y Jardinería
200108;Online;70404.36;1127;Farmacias, Ópticas y Ortopedias
200108;Offline;47056.66;1612;Bar y Discotecas
200108;Offline;713671.08;16704;Peluquería y Barbería
200108;Online;4543.43;74;Bar y Discotecas
200108;Offline;1218895.28;19923;Bricolaje y Jardinería
200109;Online;26591.39;2162;Contenidos digitales y media
200109;Online;92509.34;801;Mantenimiento y Reparaciones Auto
200109;Online;483305.88;2718;Alojamiento
200109;Offline;59061.79;2087;Bar y Discotecas
200109;Offline;35654.29;3650;Contenidos digitales y media
200109;Offline;1731751.50;9677;Mantenimiento y Reparaciones Auto
200109;Offline;77057.71;3270;Gaming
200109;Online;83912.72;745;Bricolaje y Jardinería
200109;Online;46494.99;866;Combustible y Recarga
200109;Online;2123217.10;47602;Supermercados y Pequeño Comercio
200109;Online;46450.26;2966;Gaming
200109;Offline;965874.30;40633;Farmacias, Ópticas y Ortopedias
200109;Offline;3077615.87;82274;Combustible y Recarga
200109;Online;2808.74;78;Bar y Discotecas
200109;Offline;613558.03;7247;Alojamiento
200109;Offline;9335217.36;350056;Supermercados y Pequeño Comercio
200109;Online;64061.25;988;Farmacias, Ópticas y Ortopedias
200109;Offline;1202618.15;19920;Bricolaje y Jardinería
200109;Online;29451.96;1233;Restaurantes y Cafeterías
200109;Offline;734041.73;18259;Peluquería y Barbería
200109;Online;1160.08;14;Tabaco, Alcohol y Otros
200109;Online;16747.89;218;Peluquería y Barbería
200109;Offline;2709670.91;147500;Restaurantes y Cafeterías
200109;Offline;412221.40;20810;Tabaco, Alcohol y Otros
200110;Online;23959.51;2215;Contenidos digitales y media
200110;Online;91260.46;710;Mantenimiento y Reparaciones Auto
200110;Online;63634.57;4930;Gaming
200110;Offline;482032.45;24132;Tabaco, Alcohol y Otros
200110;Offline;39603.50;4158;Contenidos digitales y media
200110;Offline;2201778.88;11227;Mantenimiento y Reparaciones Auto
200110;Offline;759304.48;7817;Alojamiento
200110;Online;2428.46;17;Tabaco, Alcohol y Otros
200110;Online;55783.15;866;Combustible y Recarga
200110;Online;1741626.86;37493;Supermercados y Pequeño Comercio
200110;Offline;89259.26;3723;Gaming
200110;Offline;929309.05;39431;Farmacias, Ópticas y Ortopedias
200110;Offline;3373922.43;89885;Combustible y Recarga
200110;Offline;3805857.58;181709;Restaurantes y Cafeterías
200110;Online;556252.93;2919;Alojamiento
200110;Offline;11767849.76;394554;Supermercados y Pequeño Comercio
200110;Online;12340.59;165;Peluquería y Barbería
200110;Online;40499.98;1551;Restaurantes y Cafeterías
200110;Offline;95501.68;3871;Bar y Discotecas
200110;Online;50544.87;792;Farmacias, Ópticas y Ortopedias
200110;Online;17178.27;100;Bar y Discotecas
200110;Offline;897534.48;22869;Peluquería y Barbería
200110;Online;70979.76;689;Bricolaje y Jardinería
200110;Offline;1312658.36;21222;Bricolaje y Jardinería
200111;Offline;30900.18;2543;Contenidos digitales y media
200111;Offline;531879.33;4295;Mantenimiento y Reparaciones Auto
200111;Offline;102483.42;4142;Gaming
200111;Online;2536.87;93;Bar y Discotecas
200111;Online;25519.87;2423;Contenidos digitales y media
200111;Online;39565.78;424;Mantenimiento y Reparaciones Auto
200111;Online;71544.15;5692;Gaming
200111;Offline;1299725.98;24207;Bricolaje y Jardinería
200111;Online;32481.56;777;Combustible y Recarga
200111;Offline;15014202.03;471837;Supermercados y Pequeño Comercio
200111;Online;385487.51;2125;Alojamiento
200111;Online;33069.08;565;Farmacias, Ópticas y Ortopedias
200111;Offline;2728549.45;81094;Combustible y Recarga
200111;Offline;202970.21;10997;Bar y Discotecas
200111;Offline;676105.75;7517;Alojamiento
200111;Online;1079740.30;27402;Supermercados y Pequeño Comercio
200111;Online;6289.60;106;Peluquería y Barbería
200111;Online;42729.51;609;Bricolaje y Jardinería
200111;Online;34214.86;1517;Restaurantes y Cafeterías
200111;Offline;582065.61;15780;Peluquería y Barbería
200111;Offline;393475.26;19177;Tabaco, Alcohol y Otros
200111;Offline;693229.84;30632;Farmacias, Ópticas y Ortopedias
200111;Online;329.45;9;Tabaco, Alcohol y Otros
200111;Offline;5667782.33;189541;Restaurantes y Cafeterías
200112;Online;24825.93;2407;Contenidos digitales y media
200112;Offline;29866.96;459;Mantenimiento y Reparaciones Auto
200112;Offline;69476.88;3307;Gaming
200112;Offline;75986.74;4724;Tabaco, Alcohol y Otros
200112;Offline;29153.52;2593;Contenidos digitales y media
200112;Online;41819.90;405;Mantenimiento y Reparaciones Auto
200112;Online;62751.36;5144;Gaming
200112;Online;531.52;6;Tabaco, Alcohol y Otros
200112;Online;33060.50;707;Combustible y Recarga
200112;Offline;2268141.33;111520;Supermercados y Pequeño Comercio
200112;Online;445431.98;2183;Alojamiento
200112;Online;42479.19;754;Farmacias, Ópticas y Ortopedias
200112;Offline;2202363.68;69445;Combustible y Recarga
200112;Online;32403.63;1374;Restaurantes y Cafeterías
200112;Offline;802938.70;7387;Alojamiento
200112;Online;1188556.58;32085;Supermercados y Pequeño Comercio
200112;Offline;201156.03;10991;Farmacias, Ópticas y Ortopedias
200112;Offline;4575459.30;151087;Restaurantes y Cafeterías
200112;Online;35967.67;414;Bricolaje y Jardinería
200112;Online;6514.19;110;Peluquería y Barbería
200112;Offline;229604.04;14518;Bar y Discotecas
200112;Offline;28016.41;891;Peluquería y Barbería
200112;Offline;258352.89;5347;Bricolaje y Jardinería
200112;Online;5732.11;92;Bar y Discotecas
200113;Offline;28287.59;2606;Contenidos digitales y media
200113;Offline;1519535.79;9090;Mantenimiento y Reparaciones Auto
200113;Online;583975.16;2829;Alojamiento
200113;Online;3574.55;68;Bar y Discotecas
200113;Online;24159.54;2127;Contenidos digitales y media
200113;Online;114625.54;1011;Mantenimiento y Reparaciones Auto
200113;Offline;67964.42;2627;Gaming
200113;Offline;1301097.78;21659;Bricolaje y Jardinería
200113;Online;56384.33;945;Combustible y Recarga
200113;Offline;9574901.65;374468;Supermercados y Pequeño Comercio
200113;Offline;657799.79;6626;Alojamiento
200113;Online;71493.41;1104;Farmacias, Ópticas y Ortopedias
200113;Offline;3190865.43;86156;Combustible y Recarga
200113;Online;102469.45;1316;Bricolaje y Jardinería
200113;Online;50804.85;4110;Gaming
200113;Online;2357545.21;52407;Supermercados y Pequeño Comercio
200113;Offline;990783.70;43484;Farmacias, Ópticas y Ortopedias
200113;Offline;48016.92;1817;Bar y Discotecas
200113;Offline;2037318.46;128570;Restaurantes y Cafeterías
200113;Online;19000.76;223;Peluquería y Barbería
200113;Offline;485359.67;25507;Tabaco, Alcohol y Otros
200113;Offline;488756.73;11369;Peluquería y Barbería
